,original_title,budget,genres,id,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,profit,ret_rate,rev_rate,log_rev_rate,log_budget,log_revenue,Profitable,all_keywords,lang_en
4421,X-Men: First Class,160000000,"['Action', 'Science Fiction', 'Adventure']",49538,"['cia', 'mutant', 'mine', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'historical fiction', 'nuclear war', 'cuban missile crisis', 'world war iii', '1960s']",en,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",3.195174,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Dune Entertainment III', 'Marvel Entertainment', 'Bad Hat Harry Productions', 'Big Screen Productions']",['United States of America'],2011-05-24,353624124,132.0,"['Deutsch', 'English', 'Espa\\u00f1ol', 'Fran\\u00e7ais', 'P\\u0443\\u0441\\u0441\\u043a\\u0438\\u0439']",Witness the moment that will change our world.,X-Men: First Class,7.1,5181,Color,Matthew Vaughn,500.0,132.0,905.0,1000.0,Michael Fassbender,34000.0,Jennifer Lawrence,518537,50983,Oliver Platt,3.0,"['cia', 'cia agent', 'mutant', 'nuclear war', 'professor']",http://www.imdb.com/title/tt1270798/?ref_=fn_tt_tt_1,698.0,English,USA,PG-13,2011.0,13000.0,7.8,2.35,54000,193624124,1.210150775,2.210150775,0.7930607371844118,18.890684373198102,19.683745110382514,True,"['cia', 'mutant', 'superhero', 'professor', 'mine', 'marvel comic', 'cia agent', '1960s', 'historical fiction', 'nuclear war', 'based on comic book', 'superhuman', 'world war iii', 'cuban missile crisis']",True
4422,X-Men: The Last Stand,210000000,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",36668,"['mutant', 'marvel comic', 'based on comic book', 'superhuman', 'beast', 'cyclops', 'aftercreditsstinger']",en,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",3.857526,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Major Studio Partners', 'Bad Hat Harry Productions', 'thinkfilm', 'Marvel Enterprises', 'X3 Canada Productions', 'X3US Productions', 'XM3 Service']","['Canada', 'United Kingdom', 'United States of America']",2006-05-24,459359555,104.0,['English'],Take a Stand,X-Men: The Last Stand,6.3,3525,Color,Brett Ratner,334.0,104.0,420.0,560.0,Kelsey Grammer,20000.0,Hugh Jackman,383427,21714,Daniel Cudmore,0.0,"['battle', 'mutant', 'outrage', 'walking through a wall', 'x men']",http://www.imdb.com/title/tt0376994/?ref_=fn_tt_tt_1,1912.0,English,Canada,PG-13,2006.0,808.0,6.8,2.35,0,249359555,1.1874264523809523,2.1874264523809526,0.7827257169157007,19.162618088681743,19.945343805597442,True,"['mutant', 'x men', 'aftercreditsstinger', 'marvel comic', 'walking through a wall', 'beast', 'outrage', 'cyclops', 'battle', 'based on comic book', 'superhuman']",True
4423,Year One,60000000,"['Comedy', 'Adventure']",17610,"['temple', 'slavery', 'stone age', 'circumcision', 'hebrews', 'cavemen', 'prehistoric adventure', 'duringcreditsstinger', 'prehistoric times', 'prehistoric man']",en,"When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.",25.293538,"['Columbia Pictures', 'Ocean Pictures', 'Apatow Productions']",['United States of America'],2009-06-18,62357900,97.0,['English'],Meet your ancestors,Year One,4.6,524,Color,Harold Ramis,170.0,100.0,11000.0,485.0,Oliver Platt,10000.0,Olivia Wilde,76770,12258,Xander Berkeley,2.0,"['abraham', 'hunter', 'princess', 'sodom', 'tribe']",http://www.imdb.com/title/tt1045778/?ref_=fn_tt_tt_1,203.0,English,USA,PG-13,2009.0,1000.0,4.9,1.85,0,2357900,0.03929833333333333,1.0392983333333334,0.03854580596747521,17.909855120186375,17.948400926153848,True,"['tribe', 'stone age', 'cavemen', 'hebrews', 'prehistoric man', 'hunter', 'slavery', 'duringcreditsstinger', 'princess', 'prehistoric adventure', 'prehistoric times', 'circumcision', 'abraham', 'temple', 'sodom']",True
4424,Yeh Jawaani Hai Deewani,7700000,['Romance'],185008,[],hi,"Yeh Jawaani Hai Deewani features two polar opposite characters, who at one point were classmates in Modern School. The first is Naina Talwar (Deepika Padukone), a studious bespectacled young girl. The second is Bunny (Ranbir Kapoor), a carefree young travel-show host, intent on breaking out of the pattern of getting an education, a career, a wife, children, retirement, and eventually death.",3.3531760000000004,['Dharma Productions'],['India'],2013-05-31,46000000,159.0,['\\u0939\\u093f\\u0928\\u094d\\u0926\\u0940'],,Yeh Jawaani Hai Deewani,7.2,79,Color,Ayan Mukerji,25.0,160.0,0.0,417.0,Madhuri Dixit,964.0,Ranbir Kapoor,25122,2350,Aditya Roy Kapoor,2.0,"['jealousy', 'jumping into sea', 'love', 'swimming pool', 'wet clothes']",http://www.imdb.com/title/tt2178470/?ref_=fn_tt_tt_1,102.0,Hindi,India,Not Rated,2013.0,551.0,6.9,,0,38300000,4.974025974025974,5.974025974025974,1.7874210676294569,15.856730886823913,17.64415195445337,True,"['love', 'swimming pool', 'jumping into sea', 'jealousy', 'wet clothes']",False
4425,Yentl,12000000,"['Music', 'Drama', 'Romance']",10269,"['studies', 'music', 'disguise', 'unhappiness', ""boys' school"", 'woman director']",en,A Jewish girl disguises herself as a boy to enter religious training.,3.389249,"['United Artists', 'Barwood Films', 'Ladbroke']","['United Kingdom', 'United States of America']",1983-11-18,30400000,132.0,['English'],,Yentl,6.2,51,Color,Barbra Streisand,16.0,132.0,0.0,122.0,Amy Irving,405.0,Miriam Margolyes,9503,914,Steven Hill,1.0,"['love', 'study', 'talmud', 'wedding', 'yeshiva']",http://www.imdb.com/title/tt0086619/?ref_=fn_tt_tt_1,68.0,English,UK,PG,1983.0,194.0,6.6,1.85,0,18400000,1.5333333333333334,2.533333333333333,0.9295359586241757,16.300417207752275,17.22995316637645,True,"[""boys' school"", 'talmud', 'yeshiva', 'woman director', 'study', 'disguise', 'music', 'wedding', 'love', 'studies', 'unhappiness']",True
4427,Yes Man,70000000,['Comedy'],10201,"['bungee-jump', 'scooter']",en,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,43.849351,"['Village Roadshow Pictures', 'The Zanuck Company', 'Heyday films', 'Warner Bros.']",['United States of America'],2008-12-09,225990978,104.0,"['Eesti', 'English', '\\ud55c\\uad6d\\uc5b4/\\uc870\\uc120\\ub9d0']",One Word Can Change Everything.,Yes Man,6.4,1813,Color,Peyton Reed,190.0,104.0,235.0,1000.0,Zooey Deschanel,14000.0,Bradley Cooper,271691,29505,Danny Masterson,1.0,"['best friend', 'dvd', 'girlfriend', 'loan', 'self help']",http://www.imdb.com/title/tt1068680/?ref_=fn_tt_tt_1,243.0,English,USA,PG-13,2008.0,11000.0,6.8,2.35,0,155990978,2.228442542857143,3.228442542857143,1.171999836072106,18.064005800013632,19.23600563608574,True,"['bungee-jump', 'best friend', 'loan', 'self help', 'dvd', 'girlfriend', 'scooter']",True
4430,Yogi Bear,80000000,"['Comedy', 'Family', 'Animation', 'Adventure']",41515,"['picnic', 'sandwich', 'bear', '3d', 'yogi']",en,"Jellystone Park has been losing business, so greedy Mayor Brown decides to shut it down and sell the land. That means families will no longer be able to experience the natural beauty of the outdoors -- and, even worse, Yogi and Boo Boo will be tossed out of the only home they've ever known. Faced with his biggest challenge ever, Yogi must prove that he really is ""smarter than the average bear"" as he and Boo Boo join forces with their old nemesis Ranger Smith to find a way to save Jellystone Park from closing forever.",11.187696,"['De Line Pictures', 'Warner Bros. Animation', 'Sunswept Entertainment', 'Rhythm and Hues', 'Picnic Basket']","['United States of America', 'New Zealand']",2010-12-11,201584141,80.0,['English'],Life's a Pic-A-Nic,Yogi Bear,5.2,220,Color,Eric Brevig,143.0,80.0,40.0,375.0,Tom Cavanagh,3000.0,Justin Timberlake,16385,4394,Josh Robert Thompson,0.0,"['bear', 'mayor', 'park', 'sabotage', 'yogi bear']",http://www.imdb.com/title/tt1302067/?ref_=fn_tt_tt_1,100.0,English,USA,PG,2010.0,642.0,4.6,1.85,0,121584141,1.5198017625,2.5198017625,0.9241802327544224,18.197537192638155,19.12171742539258,True,"['sandwich', 'picnic', 'yogi', 'yogi bear', 'park', 'bear', 'sabotage', 'mayor', '3d']",True
4431,You Again,20000000,"['Comedy', 'Romance']",38303,"['brother sister relationship', 'marriage', 'bully', 'duringcreditsstinger']",en,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",19.962713,"['Oops Doughnuts Productions', 'Touchstone Pictures', 'Frontier Pictures']",['United States of America'],2010-09-24,32005248,105.0,['English'],What doesn't kill you... is going to marry your brother.,You Again,6.0,368,Color,Andy Fickman,91.0,105.0,99.0,518.0,James Wolk,2000.0,Jamie Lee Curtis,41273,4813,Christine Lakin,6.0,"['dancing', 'dog', 'flight', 'hostility', 'travel']",http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1,136.0,English,USA,PG,2010.0,938.0,5.8,2.35,0,12005248,0.6002624,1.6002624,0.47016761579920574,16.811242831518264,17.28141044731747,True,"['flight', 'bully', 'dancing', 'travel', 'dog', 'brother sister relationship', 'marriage', 'duringcreditsstinger', 'hostility']",True
4433,You Don't Mess with the Zohan,90000000,"['Comedy', 'Action']",10661,"['new york', 'israel', 'middle east', 'hairdresser', 'ladykiller', 'mossad', 'israeli', 'palestinian', 'heart-throb', 'middle east conflict', 'hairstyle', 'hacky sack']",en,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,40.597344,"['Columbia Pictures', 'Happy Madison Productions', 'Sony Pictures Releasing', 'Relativity Media']",['United States of America'],2008-06-05,201596308,113.0,"['English', '\\u05e2\\u05b4\\u05d1\\u05b0\\u05e8\\u05b4\\u05d9\\u05ea']",Lather. Rinse. Save the world.,You Don't Mess with the Zohan,5.5,1048,Color,Dennis Dugan,198.0,113.0,221.0,503.0,Sayed Badreya,11000.0,Adam Sandler,156348,13446,Kevin Nealon,0.0,"['hair stylist', 'jew', 'landlord', 'muslim', 'palestinian']",http://www.imdb.com/title/tt0960144/?ref_=fn_tt_tt_1,380.0,English,USA,PG-13,2008.0,600.0,5.5,1.85,0,111596308,1.2399589777777777,2.239958977777778,0.8064575522071911,18.31532022829454,19.12177778050173,True,"['israeli', 'hacky sack', 'hair stylist', 'jew', 'palestinian', 'middle east conflict', 'muslim', 'israel', 'hairdresser', 'ladykiller', 'mossad', 'new york', 'middle east', 'landlord', 'heart-throb', 'hairstyle']",True
4435,You Kill Me,4000000,"['Comedy', 'Crime', 'Thriller', 'Romance']",8141,"['new york', 'san francisco', 'alcoholism', 'serial killer', 'alcoholic']",en,"While drying out on the West Coast, an alcoholic hit man befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.",6.091951,"['Echo Lake Productions', 'Bi-polar Pictures', 'Code Entertainment', 'Independent Film Group', 'Carol Baum Productions', 'Dillinger Productions', 'Green Tulip Productions']",['United States of America'],2007-02-09,2426851,90.0,['English'],Professional alcoholic hit man gets life back on track thanks to her,You Kill Me,6.2,80,Color,John Dahl,121.0,93.0,131.0,90.0,Aaron Hughes,497.0,Philip Baker Hall,16224,776,Jayne Eastwood,1.0,"['alcoholic', 'buffalo new york', 'claim in title', 'embalming', 'mortuary']",http://www.imdb.com/title/tt0796375/?ref_=fn_tt_tt_1,76.0,English,USA,R,2007.0,113.0,6.5,2.55,830,-1573149,-0.39328725,0.60671275,-0.4996998289258757,15.201804919084164,14.70210509015829,False,"['mortuary', 'alcoholic', 'claim in title', 'new york', 'serial killer', 'embalming', 'buffalo new york', 'san francisco', 'alcoholism']",True
4436,You Only Live Twice,9500000,"['Action', 'Thriller', 'Adventure']",667,"['london england', 'japan', 'england', 'assassination', 'helicopter', 'vulkan', 'assassin', 'asia', 'secret identity', 'nasa', 'island', 'russia', 'missile', 'war ship', 'ninja fighter', 'secret base', 'secret mission', 'secret organization', 'secret intelligence service', 'phantom', 'villain', 'sumo ringer', 'volcano', 'funeral', 'space', 'soldier', 'killer', 'secret service', 'blast']",en,A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent.,28.675890999999996,['Eon Productions'],['United Kingdom'],1967-06-12,111584787,117.0,"['English', '\\u65e5\\u672c\\u8a9e', 'P\\u0443\\u0441\\u0441\\u043a\\u0438\\u0439']",You Only Live Twice...and Twice is the only way to live!,You Only Live Twice,6.5,531,Color,Lewis Gilbert,130.0,117.0,43.0,244.0,Burt Kwouk,742.0,Donald Pleasence,75280,2127,Desmond Llewelyn,0.0,"['faked death', 'japan', 'japanese', 'poison', 'secret headquarters']",http://www.imdb.com/title/tt0062512/?ref_=fn_tt_tt_1,267.0,English,UK,Approved,1967.0,462.0,6.9,2.35,0,102084787,10.74576705263158,11.74576705263158,2.4634929248443798,16.06680235657077,18.53029528141515,True,"['faked death', 'london england', 'japanese', 'villain', 'secret service', 'asia', 'japan', 'england', 'secret base', 'secret organization', 'blast', 'war ship', 'space', 'assassination', 'poison', 'secret mission', 'helicopter', 'phantom', 'killer', 'secret headquarters', 'funeral', 'secret intelligence service', 'missile', 'sumo ringer', 'ninja fighter', 'secret identity', 'vulkan', 'island', 'soldier', 'nasa', 'volcano', 'assassin', 'russia']",True
4438,You've Got Mail,65000000,"['Comedy', 'Romance']",9489,"['romantic comedy', 'online dating', 'woman director']",en,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet – both blissfully unaware that he's putting her out of business.",28.540267,['Warner Bros.'],['United States of America'],1998-12-17,250821495,119.0,['English'],Someone you pass on the street may already be the love of your life.,You've Got Mail,6.3,838,Color,Nora Ephron,153.0,119.0,0.0,744.0,Jean Stapleton,15000.0,Tom Hanks,151812,17768,Dave Chappelle,2.0,"['bookstore', 'competing businesses', 'instant messaging', 'new york city', 'shop owner']",http://www.imdb.com/title/tt0128853/?ref_=fn_tt_tt_1,556.0,English,USA,PG,1998.0,793.0,6.5,1.85,0,185821495,2.8587922307692306,3.8587922307692306,1.350354240932228,17.98989782785991,19.34025206879214,True,"['instant messaging', 'online dating', 'new york city', 'woman director', 'bookstore', 'romantic comedy', 'shop owner', 'competing businesses']",True
4439,"You, Me and Dupree",54000000,"['Comedy', 'Romance']",1819,"['roommate', ""love of one's life"", 'newlywed']",en,"After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.",18.600367000000002,"['Universal Pictures', 'Kaplan/Perrone Entertainment', 'MMCB Film Produktion 2004']",['United States of America'],2006-07-14,130431368,108.0,['English'],Two's company. Dupree's a crowd.,"You, Me and Dupree",5.4,407,Color,Anthony Russo,136.0,110.0,94.0,240.0,Billy Gardell,277.0,Todd Stashwick,68417,847,Amanda Detmer,1.0,"['best friend', 'foot fetish', 'houseguest', 'newlywed', 'wedding']",http://www.imdb.com/title/tt0463034/?ref_=fn_tt_tt_1,195.0,English,USA,PG-13,2006.0,245.0,5.6,1.85,0,76431368,1.4153957037037037,2.4153957037037035,0.8818631261474886,17.80449460452855,18.686357730676036,True,"['best friend', 'foot fetish', 'roommate', 'wedding', ""love of one's life"", 'newlywed', 'houseguest']",True
4440,Young Adult,12000000,"['Comedy', 'Drama']",57157,"['jealousy', 'dark comedy', 'writer', 'divorce', 'alcoholic', 'arrested development']",en,"A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family.",16.183746,"['Paramount Pictures', 'Denver and Delilah Productions', 'Indian Paintbrush']",['United States of America'],2011-12-16,22939027,94.0,['English'],Everyone gets old. Not everyone grows up.,Young Adult,5.6,364,Color,Jason Reitman,325.0,94.0,655.0,390.0,Patton Oswalt,9000.0,Charlize Theron,64682,10575,Collette Wolfe,1.0,"['car damage', 'computer printer', 'female band', 'fingernail polish', 'narcissism']",http://www.imdb.com/title/tt1625346/?ref_=fn_tt_tt_1,203.0,English,USA,R,2011.0,786.0,6.3,1.85,0,10939027,0.9115855833333333,1.9115855833333333,0.6479330460180421,16.300417207752275,16.948350253770318,True,"['narcissism', 'dark comedy', 'writer', 'alcoholic', 'computer printer', 'divorce', 'car damage', 'jealousy', 'female band', 'arrested development', 'fingernail polish']",True
